Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge40to49,Mortalitypercentageregistereddeathsaged40-49,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,7DayRate18to39,7DayRate40to59,7DayRateOver60,7DayRateUnder18,TestReasonbyWeekInboundTravel,TestReasonbyWeekOnIslandSurveillanceScreening,TestReasonbyWeekSeekingHealthcareSymptomatic,7DayRatePercentageChange,DateTime,DateTimeShort
2022-07-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2090,1440,,"12:00 AM, Monday 4 July 2022","12:00 AM, 4 Jul 2022"
2022-07-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 3 July 2022","12:00 AM, 3 Jul 2022"
2022-07-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 2 July 2022","12:00 AM, 2 Jul 2022"
2022-07-01,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 1 July 2022","12:00 AM, 1 Jul 2022"
2022-06-30,1054958,15802,1039156,87545,486755,464856,121,15482,985465,5.91,float;#1000947.00000000,53889,28418,25471,0.527,0.473,37,1204.08,2022.26,320,53582,42084,2515,730,2059,594,5588,13,55,1492,0,0,0,203,9,1472,11,52238,27507,24731,0.527,0.473,37,131,114,17,79,3,41,8,2,0.015,6,0.046,10,0.076,24,0.183,51,0.389,38,0.29,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,1194,1502,1210,847,,,,0.300597328,"4:00 PM, Thursday 30 June 2022","4:00 PM, 30 Jun 2022"
2022-06-29,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Wednesday 29 June 2022","10:00 AM, 29 Jun 2022"
2022-06-28,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Tuesday 28 June 2022","10:00 AM, 28 Jun 2022"
2022-06-27,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2410,1180,,"10:00 AM, Monday 27 June 2022","10:00 AM, 27 Jun 2022"
2022-06-26,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Sunday 26 June 2022","10:00 AM, 26 Jun 2022"
2022-06-25,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Saturday 25 June 2022","10:00 AM, 25 Jun 2022"
2022-06-24,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Friday 24 June 2022","10:00 AM, 24 Jun 2022"
2022-06-23,1051069,15802,1035267,85968,486756,462543,108,15482,982902,6.08,float;#998384.000000000,52576,27664,24912,0.526,0.474,37,804.27,1333.95,320,52269,40819,2515,701,2046,588,5588,13,55,941,0,0,0,204,3,933,5,51476,27108,24368,0.527,0.473,37,131,114,17,79,3,41,8,2,0.015,6,0.046,10,0.076,24,0.183,51,0.389,38,0.29,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,850,972,877,431,,,,0.464519183,"12:00 PM, Thursday 23 June 2022","12:00 PM, 23 Jun 2022"
2022-06-22,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Wednesday 22 June 2022","10:00 AM, 22 Jun 2022"
2022-06-21,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Tuesday 21 June 2022","10:00 AM, 21 Jun 2022"
2022-06-20,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,1790,640,,"10:00 AM, Monday 20 June 2022","10:00 AM, 20 Jun 2022"
2022-06-19,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Sunday 19 June 2022","10:00 AM, 19 Jun 2022"
2022-06-18,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Saturday 18 June 2022","10:00 AM, 18 Jun 2022"
2022-06-17,1048307,15802,1032505,85002,486756,460747,49,15482,980983,4.84,float;#996465.000000000,51792,27244,24548,0.526,0.474,37,541.74,918.37,320,51485,40063,2515,684,2039,584,5588,13,55,639,0,0,0,85,0,636,3,50994,26847,24147,0.526,0.474,37,131,114,17,79,3,41,8,2,0.015,6,0.046,10,0.076,24,0.183,51,0.389,38,0.29,0.405,0.595,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,463,707,621,353,,,,0.283500758,"12:00 PM, Friday 17 June 2022","12:00 PM, 17 Jun 2022"
2022-06-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Thursday 16 June 2022","10:00 AM, 16 Jun 2022"
2022-06-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Wednesday 15 June 2022","10:00 AM, 15 Jun 2022"
2022-06-14,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Tuesday 14 June 2022","10:00 AM, 14 Jun 2022"
2022-06-13,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2500,470,,"10:00 AM, Monday 13 June 2022","10:00 AM, 13 Jun 2022"
2022-06-12,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Sunday 12 June 2022","10:00 AM, 12 Jun 2022"
2022-06-11,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Saturday 11 June 2022","10:00 AM, 11 Jun 2022"
2022-06-10,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"10:00 AM, Friday 10 June 2022","10:00 AM, 10 Jun 2022"
2022-06-09,1045284,15802,1029482,84250,486756,458476,87,15482,978582,5.8,float;#994064.000000000,51132,26895,24237,0.526,0.474,37,331.17,480.52,320,50825,39423,2515,671,2033,583,5588,13,55,394,0,0,0,65,0,394,0,50580,26611,23969,0.526,0.474,37,129,112,17,78,3,40,8,1,0.008,6,0.047,10,0.078,24,0.186,51,0.395,37,0.287,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,276,451,389,174,,,,1.176888188,"3:00 PM, Thursday 9 June 2022","3:00 PM, 9 Jun 2022"
2022-06-08,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 8 June 2022","12:00 AM, 8 Jun 2022"
2022-06-07,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 7 June 2022","12:00 AM, 7 Jun 2022"
2022-06-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,1420,270,,"12:00 AM, Monday 6 June 2022","12:00 AM, 6 Jun 2022"
2022-06-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 5 June 2022","12:00 AM, 5 Jun 2022"
2022-06-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 4 June 2022","12:00 AM, 4 Jun 2022"
2022-06-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 3 June 2022","12:00 AM, 3 Jun 2022"
2022-06-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Thursday 2 June 2022","12:00 AM, 2 Jun 2022"
2022-06-01,1042358,15802,1026556,83765,486756,456035,45,15482,976090,4.8,float;#991572.000000000,50740,26669,24071,0.526,0.474,37,140.07,305.19,320,50433,39053,2515,661,2024,580,5588,13,55,170,0,0,0,33,0,170,0,50412,26515,23897,0.526,0.474,37,129,112,17,78,3,40,8,1,0.008,6,0.047,10,0.078,24,0.186,51,0.395,37,0.287,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,131,199,160,63,,,,-0.079274305,"4:00 PM, Wednesday 1 June 2022","4:00 PM, 1 Jun 2022"
2022-05-31,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 31 May 2022","12:00 AM, 31 May 2022"
2022-05-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2270,230,,"12:00 AM, Monday 30 May 2022","12:00 AM, 30 May 2022"
2022-05-29,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 29 May 2022","12:00 AM, 29 May 2022"
2022-05-28,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 28 May 2022","12:00 AM, 28 May 2022"
2022-05-27,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 27 May 2022","12:00 AM, 27 May 2022"
2022-05-26,1040676,15802,1024874,83592,486756,454526,15,15482,974567,5.03,float;#990049.000000000,50611,26601,24010,0.526,0.474,37,150.28,350.65,320,50304,38927,2515,661,2021,580,5588,13,55,192,0,0,0,22,1,191,0,50261,26441,23820,0.526,0.474,37,129,112,17,78,3,40,8,1,0.008,6,0.047,10,0.078,24,0.186,51,0.395,37,0.287,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,161,237,132,68,,,,-0.21737319,"2:00 PM, Thursday 26 May 2022","2:00 PM, 26 May 2022"
2022-05-25,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 25 May 2022","12:00 AM, 25 May 2022"
2022-05-24,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 24 May 2022","12:00 AM, 24 May 2022"
2022-05-23,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2160,270,,"12:00 AM, Monday 23 May 2022","12:00 AM, 23 May 2022"
2022-05-22,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 22 May 2022","12:00 AM, 22 May 2022"
2022-05-21,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 21 May 2022","12:00 AM, 21 May 2022"
2022-05-20,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 20 May 2022","12:00 AM, 20 May 2022"
2022-05-19,1038055,15802,1022253,83325,486756,452172,43,15482,972090,4.9,float;#987572.000000000,50439,26511,23928,0.526,0.474,37,191.09,369.2,320,50132,38760,2515,659,2018,580,5588,13,55,260,0,0,0,33,1,258,1,50021,26311,23710,0.526,0.474,36,129,112,17,78,3,40,8,1,0.008,6,0.047,10,0.078,24,0.186,51,0.395,37,0.287,0.403,0.597,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,171,256,172,160,,,,-0.014390345,"12:00 AM, Thursday 19 May 2022","12:00 AM, 19 May 2022"
2022-05-18,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 18 May 2022","12:00 AM, 18 May 2022"
2022-05-17,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 17 May 2022","12:00 AM, 17 May 2022"
2022-05-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2280,290,,"12:00 AM, Monday 16 May 2022","12:00 AM, 16 May 2022"
2022-05-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 15 May 2022","12:00 AM, 15 May 2022"
2022-05-14,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 14 May 2022","12:00 AM, 14 May 2022"
2022-05-13,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 13 May 2022","12:00 AM, 13 May 2022"
2022-05-12,1035607,15802,1019805,83005,486756,450044,59,15482,969832,5.71,float;#985314.000000000,50233,26399,23834,0.526,0.474,37,178.11,414.66,320,49926,38559,2515,655,2017,580,5588,13,55,231,0,0,0,33,2,224,5,49845,26222,23623,0.526,0.474,36,127,110,17,77,3,40,7,1,0.008,6,0.047,10,0.079,24,0.189,49,0.386,37,0.291,0.402,0.598,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,148,265,160,145,,,,-0.18985672,"3:45 PM, Thursday 12 May 2022","3:45 PM, 12 May 2022"
2022-05-11,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 11 May 2022","12:00 AM, 11 May 2022"
2022-05-10,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 10 May 2022","12:00 AM, 10 May 2022"
2022-05-09,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,1940,280,,"12:00 AM, Monday 9 May 2022","12:00 AM, 9 May 2022"
2022-05-08,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 8 May 2022","12:00 AM, 8 May 2022"
